	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S5	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S6	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S7	S70	S72	S8	S9
ASV_1039	0	0	0	0	6	4	2	15	8	4	0	0	0	0	0	0	1	10	13	8	34	29	0	14	0	0	9	4	7	0	0	3	10	32	26	19	14	7	6	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ASV_1040	0	0	0	0	1	2	1	141	67	88	0	0	0	1	0	0	0	29	7	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1041	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	2	5	0	0	0	6	0	2	6	0	0	0	0	0	0	0	0	3	0	0	0	1	96	99	128	0	0	0	5	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1042	0	19	5	5	0	0	0	0	0	0	10	0	0	3	104	78	106	0	0	0	0	0	0	0	0	0	2	2	0	0	4	1	0	0	0	0	7	5	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0	0	0	0	0	1	0	0	2	0
ASV_1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	9	0	0	0	5	5	0	10	0	0	10	3	6	0	0	0	0	0	5	4	7	9	13	0	2	0	0	0	0	1	0	0	0	68	62	104	2	1	8	0	3	3	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1044	0	25	48	29	0	0	0	0	0	0	4	0	8	4	13	18	34	0	0	0	0	0	0	0	0	0	9	12	8	0	0	0	0	0	0	0	41	14	27	9	2	12	12	0	1	4	0	0	0	0	0	0	0	1	0	5	13	13	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1045	5	0	0	0	0	0	0	0	0	0	4	9	1	1	7	7	9	0	0	0	12	5	2	9	0	0	19	19	13	5	2	0	0	1	0	0	74	49	64	9	15	16	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1046	0	10	9	19	0	0	0	5	1	8	2	0	2	1	6	11	10	0	0	0	0	0	0	0	0	0	5	6	4	0	0	0	0	29	0	0	10	7	9	28	21	34	14	0	19	9	0	0	2	2	0	2	1	0	1	17	9	22	14	0	0	0	0	0	0	0	6	0	0	2	12
ASV_1047	0	1	0	0	1	0	0	4	0	3	0	0	0	0	0	0	0	3	0	0	7	14	0	10	0	0	10	5	11	0	0	2	3	6	4	6	20	21	18	0	0	0	0	0	5	0	0	3	3	50	57	63	9	6	15	0	1	1	1	0	0	5	0	0	0	0	0	0	0	0	0
ASV_1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	102	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1049	0	0	0	0	1	0	0	0	0	0	2	0	4	4	3	2	3	0	0	0	1	0	0	1	0	0	8	3	5	0	8	6	1	2	0	1	8	6	2	91	81	97	0	0	4	0	3	0	0	5	2	0	0	0	0	10	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	2	6	104	82	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	17	0	0	0	0	0	0	0	12	0	0	2	15
ASV_1051	0	5	1	2	1	1	3	0	0	0	0	0	0	0	22	0	24	0	0	1	1	0	0	0	0	0	0	2	0	7	9	7	18	1	26	18	50	47	56	20	10	25	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1052	0	0	1	0	6	4	3	4	2	3	11	0	6	10	24	24	35	2	2	5	22	19	0	21	0	0	2	0	1	14	20	30	3	13	1	0	2	4	0	0	0	0	1	0	17	1	0	0	0	0	0	0	4	1	2	21	10	10	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1053	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	7	7	0	0	1	2	2	0	2	0	0	31	12	17	0	2	4	1	0	7	7	8	7	0	0	0	0	3	0	0	1	7	5	2	11	0	16	23	20	17	0	47	31	49	0	0	6	0	0	0	0	4	0	0	0	1
ASV_1054	0	0	0	0	0	0	0	0	0	0	0	0	2	4	11	39	33	0	0	0	3	4	0	3	0	0	28	27	18	2	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	13	0	0	0	14	30	34	16	22	34	0	0	1	0	0	0	0	0	0	0	0	6	0	0	2	4
ASV_1055	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	19	7	16	0	0	0	185	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1056	0	0	0	0	0	0	0	0	2	1	7	0	39	23	5	0	4	0	0	0	11	6	5	13	0	0	29	38	26	2	8	6	4	10	5	12	6	3	4	5	0	1	3	0	12	0	3	0	1	6	9	22	5	1	3	17	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_1057	0	0	0	0	0	0	0	0	0	2	37	0	33	33	13	8	25	0	0	0	0	0	0	0	0	0	0	2	0	15	24	36	0	8	0	0	3	3	9	19	34	17	2	0	3	0	1	1	0	8	8	11	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1058	0	0	0	3	0	0	0	0	0	0	6	0	1	18	1	0	2	0	0	0	0	0	0	0	0	0	77	71	62	3	4	0	21	0	13	18	0	0	2	0	0	0	2	0	0	0	7	6	6	16	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1059	0	0	0	0	0	0	0	1	5	3	3	0	5	5	44	59	106	0	0	0	0	1	0	0	0	0	0	3	1	22	49	45	0	0	0	0	2	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	1	0	0	0	1	0	0	0	3	0	0	0	0	4	3	9	17	14	9	11	0	0	0	0	0	0	0	1	0	6	80	50	136	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
ASV_1061	0	0	1	0	0	0	0	0	0	0	36	0	19	57	87	73	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	110	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	111	106	136	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1064	0	10	7	10	0	0	1	0	0	0	1	0	1	0	57	70	78	0	0	0	0	0	0	0	0	0	0	0	0	6	5	8	0	1	4	0	0	0	0	2	2	7	0	0	0	0	5	13	6	11	11	22	0	0	0	4	7	2	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1065	0	0	0	0	0	0	0	42	12	18	0	0	0	0	0	0	0	0	0	0	70	96	0	52	0	0	0	0	0	0	0	0	3	7	12	12	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1066	32	8	1	13	11	7	11	7	5	4	0	21	0	0	3	0	0	22	19	21	1	4	25	5	0	0	1	0	0	0	0	1	25	6	7	29	12	12	4	1	0	0	0	0	10	0	0	0	0	0	0	3	0	0	0	15	0	0	0	0	0	1	0	0	0	0	7	0	0	0	1
ASV_1067	0	65	74	66	0	0	0	0	0	0	2	1	3	4	3	10	4	0	0	0	0	0	0	0	0	0	11	14	8	0	5	2	0	1	0	0	2	2	4	0	0	1	10	0	0	2	11	9	8	0	0	3	5	4	7	3	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1068	0	4	2	8	0	0	0	17	0	9	4	0	4	5	0	0	0	0	0	0	40	25	0	33	0	0	0	0	2	0	0	0	4	0	1	3	17	4	8	0	0	0	8	0	3	14	0	0	0	0	0	0	0	2	0	2	12	17	27	0	0	1	0	0	0	0	36	0	0	13	28
ASV_1069	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	3	0	1	0	0	142	104	87	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1070	0	14	2	3	1	1	0	2	0	0	0	23	0	0	5	3	2	0	0	0	15	36	8	13	0	0	0	0	0	0	3	5	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	47	56	72	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	0	0	5	11
ASV_1071	1	0	0	3	0	0	0	0	0	0	0	0	0	0	87	47	120	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	22	0	18	15	0	1	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1072	0	50	32	85	0	0	0	0	0	0	5	0	0	8	5	0	0	2	0	0	5	16	0	3	0	0	0	0	0	0	2	4	1	0	3	0	8	2	5	1	9	2	17	0	3	8	0	1	0	0	0	3	31	20	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1073	0	0	0	0	0	0	0	6	3	12	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	111	81	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	52	34	59	35	64	77	9	0	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1075	0	0	0	0	0	0	0	8	8	1	6	30	3	3	4	0	0	0	0	3	0	0	18	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0
ASV_1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	83	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1077	4	3	0	14	0	0	0	0	0	0	3	3	8	5	8	10	18	0	0	0	3	5	0	4	0	0	4	3	4	36	57	85	2	3	3	6	14	8	14	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1078	0	0	4	5	0	0	0	0	0	0	0	0	0	0	89	104	120	0	0	0	0	0	0	0	0	0	0	0	0	5	2	4	0	0	0	0	1	0	1	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1079	0	0	0	0	0	0	0	14	11	5	0	0	0	0	0	0	0	0	0	0	16	43	0	27	0	0	0	0	0	0	0	0	65	0	77	85	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	82	65	0	0	0	0	0	0	0	52	33	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1081	0	0	0	0	0	0	0	2	6	2	0	0	0	0	10	19	22	0	0	0	25	47	0	37	0	0	0	0	0	0	0	0	0	10	0	0	41	48	38	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1082	11	2	5	0	0	0	0	0	0	0	23	1	14	24	0	0	0	1	1	0	7	16	1	7	0	0	0	0	0	14	39	32	0	2	2	0	6	9	13	0	0	0	0	0	0	1	5	4	1	2	3	5	0	0	0	0	19	35	35	0	0	0	0	0	0	0	0	0	0	0	4
ASV_1083	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	124	92	92	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	1	0	3	4	2	0	0	0	0	0	0	1	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1084	5	0	0	0	0	0	0	11	4	1	0	24	1	2	1	4	11	0	0	2	24	28	19	18	0	0	6	10	6	0	0	0	0	28	3	0	4	4	8	0	0	0	0	0	40	1	0	0	4	1	1	3	1	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1085	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	110	89	135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1086	0	0	0	0	0	2	1	0	0	0	10	0	4	9	1	0	13	0	3	1	0	0	0	0	0	0	6	4	1	0	2	3	0	66	0	0	4	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1087	0	0	0	0	0	0	0	5	2	3	0	0	0	0	0	10	0	6	9	4	70	76	0	62	0	0	2	2	0	0	1	0	18	3	11	29	4	3	6	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	83	134	0	0	0	0	0	0	0	0	0	5	2	1	4	15	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	118	89	16	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1090	0	0	0	0	71	86	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
ASV_1091	0	6	3	6	0	0	0	0	0	4	11	5	5	0	6	4	14	0	0	0	0	2	0	0	0	0	6	6	0	1	0	4	0	0	0	0	6	11	4	0	2	1	0	0	7	0	25	24	14	7	19	28	38	27	34	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_1092	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	7	0	1	3	0	0	0	0	1	0	4	1	6	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	3	7	85	80	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1093	0	0	0	0	3	7	7	0	0	0	0	0	0	0	0	0	0	6	7	6	0	0	0	3	0	0	6	2	5	2	1	8	17	0	9	9	96	66	66	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1094	0	0	0	0	0	0	0	0	0	0	0	0	3	3	10	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	1	2	2	0	0	5	0	3	6	0	0	0	0	0	0	90	63	100	2	0	8	6	0	0	0	0	0	0	0	0	0	1	0	0
ASV_1095	5	0	0	7	0	1	0	3	9	5	1	0	2	11	8	2	6	0	0	2	17	25	7	15	0	0	13	15	4	0	2	0	12	12	8	4	14	13	11	9	5	7	1	0	13	0	0	0	0	2	0	2	0	0	0	28	5	10	10	0	0	0	0	0	0	0	3	0	0	0	5
ASV_1096	3	1	0	0	0	0	0	0	0	0	32	3	52	35	4	2	5	0	0	0	11	11	0	7	0	0	3	0	0	10	25	12	0	21	0	6	9	4	8	0	4	0	5	0	14	1	0	0	0	0	0	0	0	0	0	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1097	0	2	14	18	0	2	1	0	0	0	0	0	0	0	0	0	0	6	0	8	20	14	0	15	0	0	0	0	0	0	2	1	22	0	20	12	5	6	1	24	23	35	4	0	0	4	0	0	1	0	0	0	0	0	0	0	16	20	26	0	0	0	0	0	0	0	5	0	0	2	3
ASV_1098	78	0	0	0	0	0	1	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_1099	0	66	118	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1100	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	3	0	50	44	58	11	8	14	49	38	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1101	0	0	0	0	0	0	0	1	0	0	4	2	3	2	2	3	0	0	0	0	3	1	0	2	0	0	20	28	14	2	0	0	0	0	0	0	9	5	1	77	85	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1102	0	0	0	0	0	0	0	0	0	0	5	0	1	3	52	64	91	0	0	0	0	0	0	0	0	0	0	0	0	9	34	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1103	0	0	0	0	0	0	0	0	0	0	4	0	9	7	0	6	0	0	0	0	0	1	0	2	0	0	0	1	0	0	2	0	0	0	4	3	2	2	0	9	11	10	19	0	1	15	22	30	32	3	9	15	0	0	1	1	8	8	5	0	0	0	0	0	0	0	46	0	0	13	30
ASV_1104	19	0	0	0	0	0	0	0	0	0	1	33	0	0	0	2	2	0	0	0	25	42	17	16	0	0	0	3	0	13	30	38	12	0	1	7	10	5	10	6	13	17	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1105	11	48	79	100	0	0	0	0	0	0	4	12	1	1	4	2	3	0	0	0	0	0	16	0	0	0	6	9	5	0	7	13	0	0	0	0	0	0	1	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1106	0	0	10	0	0	0	0	7	0	7	5	0	2	5	26	17	55	0	0	0	0	1	0	0	0	0	21	22	7	5	2	1	0	15	1	2	9	3	12	4	4	4	1	0	32	2	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1107	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	113	103	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1108	90	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	9	0	36	0	0	7	17
ASV_1109	23	0	7	5	0	0	0	1	0	0	1	13	2	14	0	0	0	3	3	5	14	7	21	6	0	0	7	5	2	1	0	0	0	14	1	0	16	2	15	25	15	15	1	0	11	1	0	0	0	0	0	0	0	0	0	27	18	8	15	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1110	4	2	5	6	0	0	0	0	0	0	8	3	12	13	3	5	11	0	0	1	3	9	0	5	0	0	15	21	24	0	9	0	2	15	3	6	52	18	38	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1111	0	0	0	0	0	1	0	3	1	0	0	0	0	0	2	2	1	0	0	2	5	2	0	6	0	0	91	103	94	0	1	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1112	0	0	0	0	0	0	0	2	1	2	1	0	0	0	13	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	10	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	75	82	89	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1113	3	0	0	0	0	0	0	6	4	2	2	0	0	1	2	0	11	0	0	0	13	15	0	9	0	0	16	10	12	2	2	2	3	4	0	0	27	10	14	2	4	0	1	0	0	0	10	11	4	33	16	48	10	4	3	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1114	3	0	0	0	35	45	73	1	3	5	0	18	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	27	1	5	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1115	10	0	0	0	0	1	0	3	2	5	0	0	0	0	0	0	0	12	15	15	6	6	0	3	0	0	1	1	0	0	0	0	0	22	0	0	16	10	4	0	0	0	0	0	44	0	0	0	0	20	31	45	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_1116	0	0	1	0	0	0	0	0	0	0	13	0	24	15	5	1	3	0	0	0	0	0	0	0	0	0	91	97	71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1117	0	0	0	0	5	8	13	7	1	0	1	0	0	0	21	8	6	1	3	1	15	7	0	2	0	0	16	5	7	0	1	0	48	0	41	37	2	3	3	0	0	0	2	0	0	2	0	0	0	6	6	10	11	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	6
ASV_1118	0	0	0	0	0	0	0	0	0	0	0	0	4	1	87	93	112	0	0	0	0	0	0	0	0	0	10	7	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1119	0	0	1	0	0	0	0	0	0	0	21	0	26	27	38	31	39	0	0	0	0	0	0	0	0	0	5	2	4	6	23	19	0	0	0	0	0	2	1	0	0	0	0	0	0	1	19	38	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1120	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	12	3	2	132	0	0	79	0	2	0	0	0	1	39	13	29	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	107	82	0	0	0	8	0	13	16	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_1122	0	0	1	0	0	0	0	1	3	0	0	0	0	0	21	3	42	1	0	0	0	4	0	1	0	0	0	1	3	7	13	11	0	0	0	0	47	22	21	0	3	4	2	0	0	2	0	0	0	0	1	1	0	0	6	0	22	30	42	0	0	0	0	0	0	0	3	0	0	0	2
ASV_1123	0	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	10	6	11	27	25	31	32	37	42	36	0	0	22	0	0	0	0	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1124	0	0	0	0	0	0	1	0	0	0	0	0	0	13	4	17	10	0	1	0	0	0	0	0	0	0	95	77	94	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1125	2	0	0	0	3	0	0	14	6	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	18	14	38	34	25	12	6	22	20	29	0	0	33	0	0	0	0	0	0	0	0	0	0	21	1	4	5	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1126	1	11	7	4	8	10	9	2	0	0	0	8	0	0	6	13	31	18	9	17	0	0	0	0	0	0	2	0	0	6	9	9	21	5	8	32	0	0	2	0	0	0	1	0	11	0	0	0	1	5	0	12	0	0	1	25	1	7	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	84	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	77	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1129	15	0	3	0	16	13	20	15	2	8	0	17	0	0	6	0	0	15	13	29	7	16	29	18	0	0	0	2	0	8	3	5	1	17	1	2	1	0	0	2	1	2	0	0	13	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
ASV_1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	50	70	0	0	0	30	44	0	47	0	0	10	2	10	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
